run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,None,400,100000,corr,5,CsplineN,relu,12,-16,0,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256-256-256,512,1000,nan,nan
2,187,400,100000,corr,5,CsplineN,relu,12,-16,0,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256-256-256,512,1000,nan,nan
3,377,400,100000,corr,5,CsplineN,relu,12,-16,0,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256-256-256,512,1000,nan,nan
4,440,400,100000,corr,5,CsplineN,relu,12,-16,0,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256-256-256,512,1000,nan,nan
5,520,400,100000,corr,5,CsplineN,relu,12,-16,0,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256-256-256,512,1000,nan,nan
6,541,400,100000,corr,5,CsplineN,relu,12,-16,0,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256-256-256,512,1000,nan,nan
7,721,400,100000,corr,5,CsplineN,relu,12,-16,0,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256-256-256,512,1000,nan,nan
8,869,400,100000,corr,5,CsplineN,relu,12,-16,0,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256-256-256,512,1000,nan,nan
9,926,400,100000,corr,5,CsplineN,relu,12,-16,0,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256-256-256,512,1000,nan,nan
10,933,400,100000,corr,5,CsplineN,relu,12,-16,0,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256-256-256,512,1000,nan,nan
